Accession,Lat,Lon,YearCollected,Fitness,Location,Season,YearPlanted
Nd-1,47.4,8.18,1964,3965.214286,Norwich,Spring,2006
Or-0,50.38,8.01,1964,1209.933333,Norwich,Spring,2006
Ove-0,53.54,7.8,1964,6261.914286,Norwich,Spring,2006
Sh-0,51.68,10.21,1964,3875.995714,Norwich,Spring,2006
Wc-2,52.6,10.08,1964,2283.434286,Norwich,Spring,2006
Wt-5,52.65,9.84,1964,10285.74286,Norwich,Spring,2006
Sue-0,37.18,-3.6,1967,232.9114286,Norwich,Spring,2006
Sah-0,38.9,-3.05,1974,0,Norwich,Spring,2006
Mz-0,47.97,7.83,1975,4713.574286,Norwich,Spring,2006
Per-1,58,56.24,1975,3342.75,Norwich,Spring,2006
So-0,61.55,6.33,1975,761.4285714,Norwich,Spring,2006
Bus-0,60.47,8.47,1976,70.08,Norwich,Spring,2006
Nie-0,50.34,8.43,1976,4498.8,Norwich,Spring,2006
Hel-1,60.17,24.94,1977,268.2428571,Norwich,Spring,2006
Nc-1,48.61,6.25,1977,8250.094286,Norwich,Spring,2006
Al-0,55.19,9.01,1978,470.7571429,Norwich,Spring,2006
Eil-0,51.47,12.62,1978,5048.888571,Norwich,Spring,2006
Ge-1,46.2,6.14,1978,4568.728571,Norwich,Spring,2006
No-0,51.06,13.3,1978,2830.842857,Norwich,Spring,2006
Ob-2,50.2,8.58,1978,9107.4,Norwich,Spring,2006
Sol-0,55.54,12.18,1978,277.06,Norwich,Spring,2006
Ste-0,52.6,11.87,1978,3318.5,Norwich,Spring,2006
Db-0,50.09,8.24,1979,9818.257143,Norwich,Spring,2006
Es-0,60.21,24.65,1979,531.7571429,Norwich,Spring,2006
Lip-0,50.14,19.4,1980,4159.585714,Norwich,Spring,2006
Bay-0,49.95,11.58,1983,7414.952857,Norwich,Spring,2006
Mnz-0,50,8.27,1984,5295.434286,Norwich,Spring,2006
Dra-0,49.42,16.27,1987,4506.144286,Norwich,Spring,2006
Jm-0,49.07,16.25,1987,6483.043333,Norwich,Spring,2006
Ang-0,50.62,5.6,1987,5735.371429,Norwich,Spring,2006
Cit-0,43.38,2.54,1987,921.6857143,Norwich,Spring,2006
Gy-0,46.52,1.38,1987,7785.385714,Norwich,Spring,2006
Lz-0,45.83,3.38,1987,8077.942857,Norwich,Spring,2006
Ra-0,46.02,3.35,1987,8538.728571,Norwich,Spring,2006
Nok-3,52.23,4.45,1989,2213.771429,Norwich,Spring,2006
Arby-1,59.38,16.52,1990,432.2357143,Norwich,Spring,2006
Benk-1,52,5.68,1990,1483.656667,Norwich,Spring,2006
Chat-1,48.07,1.33,1990,4842.214286,Norwich,Spring,2006
Ema-1,51.28,0.45,1990,6572.5,Norwich,Spring,2006
Eri-1,56.44,15.36,1990,NA,Norwich,Spring,2006
Lp2-2,49.22,16.39,1990,4833.831429,Norwich,Spring,2006
Lp2-6,49.22,16.39,1990,3196.507143,Norwich,Spring,2006
Pu2-23,49.42,16.42,1990,2965.985714,Norwich,Spring,2006
Pu2-7,49.42,16.42,1990,5876.471429,Norwich,Spring,2006
Rak-2,49.04,16.31,1990,5454.488571,Norwich,Spring,2006
Rome-1,41.9,12.48,1990,5979.555,Norwich,Spring,2006
Sap-0,49.81,14.4,1990,4546.928571,Norwich,Spring,2006
Ting-1,56.52,14.98,1990,31.6,Norwich,Spring,2006
Wei-0,47.42,8.43,1990,6983.954286,Norwich,Spring,2006
Wei-1,47.42,8.43,1990,9501.392857,Norwich,Spring,2006
Zu-0,47.37,8.54,1990,NA,Norwich,Spring,2006
Zu-1,47.37,8.54,1990,7839.085714,Norwich,Spring,2006
Abd-0,57.15,-2.22,1993,5769.685714,Norwich,Spring,2006
C24,40.21,-8.43,1993,4413.078571,Norwich,Spring,2006
Jl-5,49.31,16.61,1993,3554.242857,Norwich,Spring,2006
Ka-0,46.72,14.18,1993,4284.928571,Norwich,Spring,2006
Kondara,38.35,68.48,1993,4432.885714,Norwich,Spring,2006
Litva,55.17,23.88,1993,6127.457143,Norwich,Spring,2006
Petergof,59.87,29.92,1993,5790.285714,Norwich,Spring,2006
PHW-1,41.9,12.5,1993,NA,Norwich,Spring,2006
PHW-2,43.77,11.26,1993,5027.235714,Norwich,Spring,2006
PHW-26,50.67,-3.84,1993,285.4828571,Norwich,Spring,2006
PHW-3,50.94,6.96,1993,NA,Norwich,Spring,2006
PHW-31,52.4,0.26,1993,674.7,Norwich,Spring,2006
Rld-2,56.27,34.33,1993,7334.3,Norwich,Spring,2006
Rubezhnoe,49.01,38.38,1993,2158.528571,Norwich,Spring,2006
Sha,38.35,68.48,1993,1285.471429,Norwich,Spring,2006
Alc-0,40.48,-3.36,1998,5222.942857,Norwich,Spring,2006
NFC1,51.41,-0.67,1998,4152.15,Norwich,Spring,2006
NFE1,51.41,-0.67,1998,1563.033333,Norwich,Spring,2006
PUZ16 ,49.21,17.7,1998,4214.714286,Norwich,Spring,2006
Bil-7,63.19,18.29,2000,262.4571429,Norwich,Spring,2006
Bor-1,49.12,16.37,2000,6682.752857,Norwich,Spring,2006
Bor-4,49.12,16.37,2000,6216.135714,Norwich,Spring,2006
CIBC-17,51.25,0.41,2000,1995.982,Norwich,Spring,2006
CIBC-5,51.25,0.41,2000,5727.828571,Norwich,Spring,2006
Eden-1,62.58,17.92,2000,304.1571429,Norwich,Spring,2006
Eden-2,62.58,17.92,2000,203.9,Norwich,Spring,2006
Fab-4,63.01,18.19,2000,111.8133333,Norwich,Spring,2006
Fei-0,40.93,-8.54,2000,5917.614286,Norwich,Spring,2006
HR-10,51.25,0.41,2000,4679.351429,Norwich,Spring,2006
HR5,51.25,0.41,2000,8486.248571,Norwich,Spring,2006
KZ1,49.5,73.1,2000,3312.057143,Norwich,Spring,2006
KZ9,49.5,73.1,2000,3902.228571,Norwich,Spring,2006
Lov-1,62.58,17.92,2000,789.8,Norwich,Spring,2006
N10,61.95,34.2,2000,NA,Norwich,Spring,2006
N11,62.01,34.07,2000,5634.428571,Norwich,Spring,2006
N13,62.13,34.02,2000,1938.181667,Norwich,Spring,2006
N15,62.21,34.26,2000,2455.728571,Norwich,Spring,2006
N17,61.78,34.36,2000,2499.8,Norwich,Spring,2006
N7,61.9,34.6,2000,5341.328571,Norwich,Spring,2006
N8,61.97,34.56,2000,NA,Norwich,Spring,2006
NFA-10,51.25,0.41,2000,5541.777143,Norwich,Spring,2006
Omo2-1,56.25,15.25,2000,1122.8575,Norwich,Spring,2006
Omo2-3,56.25,15.25,2000,691.2,Norwich,Spring,2006
Ost-0,60.26,18.37,2000,345.5,Norwich,Spring,2006
Pro-0,43.25,-6.02,2000,5250.585714,Norwich,Spring,2006
Spr1-2,56.32,14.29,2000,1016.157143,Norwich,Spring,2006
Spr1-6,56.32,14.29,2000,861.5733333,Norwich,Spring,2006
Sq-1,51.25,0.41,2000,7735.422857,Norwich,Spring,2006
Sq-8,51.25,0.41,2000,9076.388571,Norwich,Spring,2006
Tamm-2,59.92,23.25,2000,653.2142857,Norwich,Spring,2006
Tamm-27,59.92,23.25,2000,1749.385714,Norwich,Spring,2006
Ull2-3,56.09,13.46,2000,5416.456667,Norwich,Spring,2006
Ull2-5,56.09,13.46,2000,120.5,Norwich,Spring,2006
Uod-1,48.07,14.53,2000,3694.514286,Norwich,Spring,2006
Uod-7,48.07,14.53,2000,2432.257143,Norwich,Spring,2006
Var2-1,55.42,14.25,2000,902.2857143,Norwich,Spring,2006
Var2-6,55.42,14.25,2000,229.8571429,Norwich,Spring,2006
Zdr-1,49.12,16.37,2000,5883.5,Norwich,Spring,2006
Zdr-6,49.12,16.37,2000,4740.73,Norwich,Spring,2006
Bas-1,51.84,79.48,2002,4559.233333,Norwich,Spring,2006
Bas-2,51.82,79.48,2002,1042.1,Norwich,Spring,2006
Bas-3,51.84,79.46,2002,3674.12,Norwich,Spring,2006
Cha-1,53.6,79.39,2002,2404.666667,Norwich,Spring,2006
Cha-2,53.6,79.37,2002,3183.892857,Norwich,Spring,2006
Kly-1,51.34,82.57,2002,2369.433333,Norwich,Spring,2006
Kly-2,51.31,82.59,2002,1987.614286,Norwich,Spring,2006
Kly-3,51.36,82.59,2002,4122.022857,Norwich,Spring,2006
Kly-4,51.32,82.55,2002,3495.08,Norwich,Spring,2006
Kly-5,51.32,82.55,2002,4051.348571,Norwich,Spring,2006
Kly-6,51.33,82.54,2002,1887.228,Norwich,Spring,2006
Koz-1,51.35,82.18,2002,1732.257143,Norwich,Spring,2006
Koz-2,51.33,82.19,2002,2028.928571,Norwich,Spring,2006
Koz-3,51.34,82.16,2002,3261.206667,Norwich,Spring,2006
Leb-1,51.65,80.79,2002,3375.684286,Norwich,Spring,2006
Leb-2,51.67,80.82,2002,1774.971429,Norwich,Spring,2006
Leb-3,51.66,80.82,2002,2502.014286,Norwich,Spring,2006
Leb-4,51.63,80.83,2002,2288.314286,Norwich,Spring,2006
Mas-3,54.13,81.31,2002,1697.733333,Norwich,Spring,2006
Nos-1,51.87,80.6,2002,2478.6,Norwich,Spring,2006
1-Nov,51.75,80.82,2002,2108.605714,Norwich,Spring,2006
2-Nov,51.77,80.85,2002,2661.35,Norwich,Spring,2006
3-Nov,51.73,80.86,2002,657.4233333,Norwich,Spring,2006
Rak-2,51.84,80.06,2002,1755.746667,Norwich,Spring,2006
Rak-3,51.84,80.06,2002,0,Norwich,Spring,2006
Sev-1,52.1,79.31,2002,1945.857143,Norwich,Spring,2006
Sij-1/72,41.45,70.05,2002,4081.705714,Norwich,Spring,2006
Sij-4/82,41.45,70.05,2002,3713.961429,Norwich,Spring,2006
Blh-2,48.29,19.85,NA,118.1428571,Norwich,Spring,2006
M3385S,59.33,18.06,NA,86.39857143,Norwich,Spring,2006
Sorbo,38.35,68.48,NA,2736.171429,Norwich,Spring,2006
Utrecht,52.09,5.12,NA,6677.642857,Norwich,Spring,2006
Br-0Ê,49.19,16.61,NA,1872.714286,Norwich,Spring,2006
Cen-0,49.18,-0.36,NA,7031.742857,Norwich,Spring,2006
Cha-0,46.03,7.12,NA,1443.25,Norwich,Spring,2006
Edi-0,55.95,-3.19,NA,2819.715714,Norwich,Spring,2006
Ei-2,50.25,6.67,NA,3734.577143,Norwich,Spring,2006
Ei-4 ,50.25,6.67,NA,4448.925714,Norwich,Spring,2006
Ei-6 ,50.25,6.67,NA,5099.027143,Norwich,Spring,2006
Hi-0,52.22,5.17,NA,3188.367143,Norwich,Spring,2006
Ko-2,55.68,12.57,NA,782.5083333,Norwich,Spring,2006
Ko-3,55.3,11.75,NA,918.4833333,Norwich,Spring,2006
Le-0,52.16,4.49,NA,8947.645714,Norwich,Spring,2006
Mh-1,53.52,20.2,NA,7269.838571,Norwich,Spring,2006
Ms-0,55.76,37.62,NA,3701.321429,Norwich,Spring,2006
Pf-0,48.55,9.11,NA,6869.638571,Norwich,Spring,2006
Wil-2,54.69,25.28,NA,5108.428571,Norwich,Spring,2006
Ta-0,49.41,14.66,1937,2965.283333,Norwich,Summer,2006
Wa-1,52.23,21.01,1937,2066.46,Norwich,Summer,2006
Bd-0,52.45,13.28,1939,3569.775,Norwich,Summer,2006
Col-0,52.73,15.24,1939,4117.733333,Norwich,Summer,2006
Dr-0,51.1,13.82,1939,2457.383333,Norwich,Summer,2006
Gie-0,50.58,8.65,1939,4561.44,Norwich,Summer,2006
Gr-3,47.07,15.44,1939,2370.841667,Norwich,Summer,2006
Gr-6,47.07,15.44,1939,3822.366667,Norwich,Summer,2006
In-0,47.26,11.39,1939,4360.754,Norwich,Summer,2006
Is-0,50.48,7.6,1939,4242.99,Norwich,Summer,2006
La-1,52.73,15.24,1939,5890.9875,Norwich,Summer,2006
Ler-1,52.73,15.24,1939,2370.24,Norwich,Summer,2006
Lu-1,55.7,13.19,1939,2314.366667,Norwich,Summer,2006
St-0,59.33,18.06,1939,3744.933333,Norwich,Summer,2006
Bl-1,44.49,11.35,1940,6396.53,Norwich,Summer,2006
Bs-1,47.56,7.58,1940,4083.18,Norwich,Summer,2006
Bs-5 ,47.56,7.58,1940,2847.128333,Norwich,Summer,2006
Bsch-0,50.02,8.67,1940,3395.208333,Norwich,Summer,2006
Da-0,49.87,8.65,1940,5838.093333,Norwich,Summer,2006
Fr-2,50.12,8.68,1940,3275.233333,Norwich,Summer,2006
Li-2:1 ,50.37,8.12,1940,3522.133333,Norwich,Summer,2006
Si-0,50.87,8.02,1940,9805.566667,Norwich,Summer,2006
Vi-0,50.18,8.74,1940,4108.46,Norwich,Summer,2006
Bu-0,50.7,9.72,1941,1647.133333,Norwich,Summer,2006
Ep-0,50.17,8.39,1941,3332.01,Norwich,Summer,2006
Kn-0,54.9,23.89,1942,5393.56,Norwich,Summer,2006
Rsch-0,56.27,34.33,1942,4183.32,Norwich,Summer,2006
Chi-0,53.74,34.74,1943,2945.5,Norwich,Summer,2006
Lm-2,48.01,0.2,1943,3439.666667,Norwich,Summer,2006
Nw-1,50.32,8.41,1943,3762.48,Norwich,Summer,2006
Nw-3 ,50.32,8.41,1943,3132.266667,Norwich,Summer,2006
Rou-0,49.44,1.1,1943,5541.433333,Norwich,Summer,2006
Stw-0,52.97,36.07,1943,3490.613333,Norwich,Summer,2006
Ws-0,53.09,30.91,1943,3029.833333,Norwich,Summer,2006
Li-6:1,50.37,8.12,1944,6898.65,Norwich,Summer,2006
G-0,50.39,8,1947,2726.99,Norwich,Summer,2006
Ga-0,50.3,8,1948,5326.466667,Norwich,Summer,2006
Li-10,50.37,8.12,1948,3971.081667,Norwich,Summer,2006
Ll-0,41.83,2.89,1948,4509.216667,Norwich,Summer,2006
Ll-2 ,41.83,2.89,1948,3627.95,Norwich,Summer,2006
Loh-0,50.37,8.12,1948,4707.87,Norwich,Summer,2006
Pla-0,41.92,3.08,1948,3514.54,Norwich,Summer,2006
Se-0,41.42,2.25,1948,7360.123333,Norwich,Summer,2006
Sei-0,46.55,11.56,1948,2106.536,Norwich,Summer,2006
Sf-1,42.47,0.53,1948,4242.516667,Norwich,Summer,2006
Sf-2 ,42.47,0.53,1948,7675.86,Norwich,Summer,2006
Ts-1,41.72,2.93,1948,3287.216667,Norwich,Summer,2006
Ts-5,41.72,2.93,1948,5573.433333,Norwich,Summer,2006
Mr-0,44.78,9.77,1952,468.465,Norwich,Summer,2006
An-1,51.22,4.42,1954,6171.5,Norwich,Summer,2006
Bla-1,41.67,2.79,1954,7772.325,Norwich,Summer,2006
Co-2,40.21,-8.43,1954,2698.916667,Norwich,Summer,2006
Fe-1,48,7.85,1954,3901.106667,Norwich,Summer,2006
Sg-1,48.12,8.33,1954,5294.725,Norwich,Summer,2006
Uk-4,48.03,7.76,1954,2275.558333,Norwich,Summer,2006
Ak-1,48.07,7.65,1955,3666.1,Norwich,Summer,2006
Lo-1,47.62,7.66,1955,4860.9,Norwich,Summer,2006
Mrk-0,47.64,7.59,1955,4461.383333,Norwich,Summer,2006
Set-0,54.07,-2.28,1955,NA,Norwich,Summer,2006
Bla-10Ê,41.67,2.79,1956,6697.74,Norwich,Summer,2006
Gd-1,53.55,10.78,1957,2446.04,Norwich,Summer,2006
Pt-0,53.48,10.61,1957,3595.01,Norwich,Summer,2006
G-2 ,51.53,9.93,1958,3467.29,Norwich,Summer,2006
Goettingen-22,51.32,9.55,1959,223.725,Norwich,Summer,2006
Goettingen-7,51.32,9.55,1959,974.2083333,Norwich,Summer,2006
Rennes-1,48.5,-1.41,1959,4889.983333,Norwich,Summer,2006
Aa-0,50.92,9.57,1959,1747.041667,Norwich,Summer,2006
Ba-1,56.54,-4.79,1959,3072.894,Norwich,Summer,2006
Ca-0,50.3,8.27,1959,4403.896667,Norwich,Summer,2006
El-0,51.3,9.97,1959,3148.708333,Norwich,Summer,2006
Hh-0,54.42,9.89,1959,NA,Norwich,Summer,2006
Hn-0,51.33,8.27,1959,4679.393333,Norwich,Summer,2006
Lan-0,55.67,-3.78,1959,4136.383333,Norwich,Summer,2006
Ag-0,45.1,1.93,1960,3161.733333,Norwich,Summer,2006
Et-0,44.64,2.56,1960,1365.04,Norwich,Summer,2006
Hl-0,52.26,9.63,1960,NA,Norwich,Summer,2006
Pn-0,48.07,-2.97,1960,1677.198333,Norwich,Summer,2006
Hl-3 ,51.57,9.9,1961,3112.15,Norwich,Summer,2006
Hs-0,52.91,9.02,1961,3712.733333,Norwich,Summer,2006
Ty-0,56.43,-5.24,1961,3995.961667,Norwich,Summer,2006
Np-0,52.7,10.98,1963,5148.883333,Norwich,Summer,2006
Fi-0,50.5,8.02,1964,4133.645,Norwich,Summer,2006
Me-0,51.92,10.11,1964,2318.466667,Norwich,Summer,2006
Nd-1,47.4,8.18,1964,1459.59,Norwich,Summer,2006
Or-0,50.38,8.01,1964,1009.376667,Norwich,Summer,2006
Ove-0,53.54,7.8,1964,3353.75,Norwich,Summer,2006
Sh-0,51.68,10.21,1964,2885.483333,Norwich,Summer,2006
Wc-2,52.6,10.08,1964,3382.866667,Norwich,Summer,2006
Wt-5,52.65,9.84,1964,5609.366667,Norwich,Summer,2006
Sue-0,37.18,-3.6,1967,303.545,Norwich,Summer,2006
Sah-0,38.9,-3.05,1974,27.5,Norwich,Summer,2006
Mz-0,47.97,7.83,1975,1818.971667,Norwich,Summer,2006
Per-1,58,56.24,1975,2905,Norwich,Summer,2006
So-0,61.55,6.33,1975,0,Norwich,Summer,2006
Bus-0,60.47,8.47,1976,0,Norwich,Summer,2006
Nie-0,50.34,8.43,1976,4843.28,Norwich,Summer,2006
Hel-1,60.17,24.94,1977,0,Norwich,Summer,2006
Nc-1,48.61,6.25,1977,5890.083333,Norwich,Summer,2006
Al-0,55.19,9.01,1978,6,Norwich,Summer,2006
Eil-0,51.47,12.62,1978,3708.166667,Norwich,Summer,2006
Ge-1,46.2,6.14,1978,3804.766667,Norwich,Summer,2006
No-0,51.06,13.3,1978,3299.973333,Norwich,Summer,2006
Ob-2,50.2,8.58,1978,4358.941667,Norwich,Summer,2006
Sol-0,55.54,12.18,1978,0,Norwich,Summer,2006
Ste-0,52.6,11.87,1978,3855.716667,Norwich,Summer,2006
Db-0,50.09,8.24,1979,5654.636667,Norwich,Summer,2006
Es-0,60.21,24.65,1979,17.5,Norwich,Summer,2006
Lip-0,50.14,19.4,1980,4251.666667,Norwich,Summer,2006
Bay-0,49.95,11.58,1983,4808.871667,Norwich,Summer,2006
Mnz-0,50,8.27,1984,3133.25,Norwich,Summer,2006
Dra-0,49.42,16.27,1987,2138.316667,Norwich,Summer,2006
Jm-0,49.07,16.25,1987,4027.516667,Norwich,Summer,2006
Ang-0,50.62,5.6,1987,4180.516667,Norwich,Summer,2006
Cit-0,43.38,2.54,1987,439.92,Norwich,Summer,2006
Gy-0,46.52,1.38,1987,2826.66,Norwich,Summer,2006
Lz-0,45.83,3.38,1987,2971.65,Norwich,Summer,2006
Ra-0,46.02,3.35,1987,4051.166667,Norwich,Summer,2006
Nok-3,52.23,4.45,1989,5716.016667,Norwich,Summer,2006
Arby-1,59.38,16.52,1990,0,Norwich,Summer,2006
Benk-1,52,5.68,1990,1764,Norwich,Summer,2006
Chat-1,48.07,1.33,1990,2748.256667,Norwich,Summer,2006
Ema-1,51.28,0.45,1990,3073.755,Norwich,Summer,2006
Eri-1,56.44,15.36,1990,NA,Norwich,Summer,2006
Lp2-2,49.22,16.39,1990,1398.183333,Norwich,Summer,2006
Lp2-6,49.22,16.39,1990,2810.15,Norwich,Summer,2006
Pu2-23,49.42,16.42,1990,3782.88,Norwich,Summer,2006
Pu2-7,49.42,16.42,1990,3941.8,Norwich,Summer,2006
Rak-2,49.04,16.31,1990,4180.383333,Norwich,Summer,2006
Rome-1,41.9,12.48,1990,8128.066667,Norwich,Summer,2006
Sap-0,49.81,14.4,1990,2810.133333,Norwich,Summer,2006
Ting-1,56.52,14.98,1990,0,Norwich,Summer,2006
Wei-0,47.42,8.43,1990,2047.876,Norwich,Summer,2006
Wei-1,47.42,8.43,1990,3016.083333,Norwich,Summer,2006
Zu-0,47.37,8.54,1990,NA,Norwich,Summer,2006
Zu-1,47.37,8.54,1990,3260.65,Norwich,Summer,2006
Abd-0,57.15,-2.22,1993,3384.516667,Norwich,Summer,2006
C24,40.21,-8.43,1993,1587.05,Norwich,Summer,2006
Jl-5,49.31,16.61,1993,3478.45,Norwich,Summer,2006
Ka-0,46.72,14.18,1993,3177.786,Norwich,Summer,2006
Kondara,38.35,68.48,1993,3385.8,Norwich,Summer,2006
Litva,55.17,23.88,1993,4427.891667,Norwich,Summer,2006
Petergof,59.87,29.92,1993,3089.6,Norwich,Summer,2006
PHW-1,41.9,12.5,1993,NA,Norwich,Summer,2006
PHW-2,43.77,11.26,1993,5553.773333,Norwich,Summer,2006
PHW-26,50.67,-3.84,1993,0,Norwich,Summer,2006
PHW-3,50.94,6.96,1993,NA,Norwich,Summer,2006
PHW-31,52.4,0.26,1993,0,Norwich,Summer,2006
Rld-2,56.27,34.33,1993,2722.785,Norwich,Summer,2006
Rubezhnoe,49.01,38.38,1993,2430.25,Norwich,Summer,2006
Sha,38.35,68.48,1993,1740.262,Norwich,Summer,2006
Alc-0,40.48,-3.36,1998,9807.4,Norwich,Summer,2006
NFC1,51.41,-0.67,1998,4975.583333,Norwich,Summer,2006
NFE1,51.41,-0.67,1998,1759.595,Norwich,Summer,2006
PUZ16 ,49.21,17.7,1998,4741.153333,Norwich,Summer,2006
Bil-7,63.19,18.29,2000,0,Norwich,Summer,2006
Bor-1,49.12,16.37,2000,4069.046667,Norwich,Summer,2006
Bor-4,49.12,16.37,2000,1832.45,Norwich,Summer,2006
CIBC-17,51.25,0.41,2000,2526.748,Norwich,Summer,2006
CIBC-5,51.25,0.41,2000,4782.975,Norwich,Summer,2006
Eden-1,62.58,17.92,2000,0,Norwich,Summer,2006
Eden-2,62.58,17.92,2000,0,Norwich,Summer,2006
Fab-4,63.01,18.19,2000,0,Norwich,Summer,2006
Fei-0,40.93,-8.54,2000,3870.5,Norwich,Summer,2006
HR-10,51.25,0.41,2000,4011,Norwich,Summer,2006
HR5,51.25,0.41,2000,4588.671667,Norwich,Summer,2006
KZ1,49.5,73.1,2000,2227.8,Norwich,Summer,2006
KZ9,49.5,73.1,2000,1700.783333,Norwich,Summer,2006
Lov-1,62.58,17.92,2000,0,Norwich,Summer,2006
N10,61.95,34.2,2000,NA,Norwich,Summer,2006
N11,62.01,34.07,2000,2828.803333,Norwich,Summer,2006
N13,62.13,34.02,2000,2130.066667,Norwich,Summer,2006
N15,62.21,34.26,2000,1906.275,Norwich,Summer,2006
N17,61.78,34.36,2000,2790.241667,Norwich,Summer,2006
N7,61.9,34.6,2000,3137.738333,Norwich,Summer,2006
N8,61.97,34.56,2000,NA,Norwich,Summer,2006
NFA-10,51.25,0.41,2000,3045.533333,Norwich,Summer,2006
Omo2-1,56.25,15.25,2000,841.25,Norwich,Summer,2006
Omo2-3,56.25,15.25,2000,1676.206667,Norwich,Summer,2006
Ost-0,60.26,18.37,2000,219.0833333,Norwich,Summer,2006
Pro-0,43.25,-6.02,2000,1793.4,Norwich,Summer,2006
Spr1-2,56.32,14.29,2000,179.9166667,Norwich,Summer,2006
Spr1-6,56.32,14.29,2000,364.976,Norwich,Summer,2006
Sq-1,51.25,0.41,2000,6923.36,Norwich,Summer,2006
Sq-8,51.25,0.41,2000,3704.396667,Norwich,Summer,2006
Tamm-2,59.92,23.25,2000,522.3333333,Norwich,Summer,2006
Tamm-27,59.92,23.25,2000,632.75,Norwich,Summer,2006
Ull2-3,56.09,13.46,2000,3585.5475,Norwich,Summer,2006
Ull2-5,56.09,13.46,2000,0,Norwich,Summer,2006
Uod-1,48.07,14.53,2000,2227.266667,Norwich,Summer,2006
Uod-7,48.07,14.53,2000,1936.183333,Norwich,Summer,2006
Var2-1,55.42,14.25,2000,35.2,Norwich,Summer,2006
Var2-6,55.42,14.25,2000,0,Norwich,Summer,2006
Zdr-1,49.12,16.37,2000,3284.766667,Norwich,Summer,2006
Zdr-6,49.12,16.37,2000,2583.783333,Norwich,Summer,2006
Bas-1,51.84,79.48,2002,5449.283333,Norwich,Summer,2006
Bas-2,51.82,79.48,2002,485.22,Norwich,Summer,2006
Bas-3,51.84,79.46,2002,1542.466667,Norwich,Summer,2006
Cha-1,53.6,79.39,2002,3364.783333,Norwich,Summer,2006
Cha-2,53.6,79.37,2002,2025.9,Norwich,Summer,2006
Kly-1,51.34,82.57,2002,2755.178333,Norwich,Summer,2006
Kly-2,51.31,82.59,2002,2544.625,Norwich,Summer,2006
Kly-3,51.36,82.59,2002,NA,Norwich,Summer,2006
Kly-4,51.32,82.55,2002,768.98,Norwich,Summer,2006
Kly-5,51.32,82.55,2002,3878.1,Norwich,Summer,2006
Kly-6,51.33,82.54,2002,2707.422,Norwich,Summer,2006
Koz-1,51.35,82.18,2002,2078.558333,Norwich,Summer,2006
Koz-2,51.33,82.19,2002,2055.583333,Norwich,Summer,2006
Koz-3,51.34,82.16,2002,815.325,Norwich,Summer,2006
Leb-1,51.65,80.79,2002,2449,Norwich,Summer,2006
Leb-2,51.67,80.82,2002,86.91,Norwich,Summer,2006
Leb-3,51.66,80.82,2002,1309.74,Norwich,Summer,2006
Leb-4,51.63,80.83,2002,808.9833333,Norwich,Summer,2006
Mas-3,54.13,81.31,2002,665.24,Norwich,Summer,2006
Nos-1,51.87,80.6,2002,512.848,Norwich,Summer,2006
1-Nov,51.75,80.82,2002,2664.14,Norwich,Summer,2006
2-Nov,51.77,80.85,2002,3454.93,Norwich,Summer,2006
3-Nov,51.73,80.86,2002,1377.64,Norwich,Summer,2006
Rak-2,51.84,80.06,2002,646.72,Norwich,Summer,2006
Rak-3,51.84,80.06,2002,1105.383333,Norwich,Summer,2006
Sev-1,52.1,79.31,2002,2936.745,Norwich,Summer,2006
Sij-1/72,41.45,70.05,2002,2289.833333,Norwich,Summer,2006
Sij-4/82,41.45,70.05,2002,1810.32,Norwich,Summer,2006
Blh-2,48.29,19.85,NA,36.91666667,Norwich,Summer,2006
M3385S,59.33,18.06,NA,42.64,Norwich,Summer,2006
Sorbo,38.35,68.48,NA,1760.775,Norwich,Summer,2006
Utrecht,52.09,5.12,NA,2910.375,Norwich,Summer,2006
Br-0Ê,49.19,16.61,NA,2069.598333,Norwich,Summer,2006
Cen-0,49.18,-0.36,NA,3802.378333,Norwich,Summer,2006
Cha-0,46.03,7.12,NA,395.6916667,Norwich,Summer,2006
Edi-0,55.95,-3.19,NA,6106.06,Norwich,Summer,2006
Ei-2,50.25,6.67,NA,3706.486667,Norwich,Summer,2006
Ei-4 ,50.25,6.67,NA,3644.043333,Norwich,Summer,2006
Ei-6 ,50.25,6.67,NA,1421.266667,Norwich,Summer,2006
Hi-0,52.22,5.17,NA,3038.38,Norwich,Summer,2006
Ko-2,55.68,12.57,NA,NA,Norwich,Summer,2006
Ko-3,55.3,11.75,NA,0,Norwich,Summer,2006
Le-0,52.16,4.49,NA,5483.575,Norwich,Summer,2006
Mh-1,53.52,20.2,NA,4748.086667,Norwich,Summer,2006
Ms-0,55.76,37.62,NA,3292.031667,Norwich,Summer,2006
Pf-0,48.55,9.11,NA,2872.658333,Norwich,Summer,2006
Wil-2,54.69,25.28,NA,4059.666667,Norwich,Summer,2006
Ta-0,49.41,14.66,1937,NA,Oulu,Autumn,2006
Wa-1,52.23,21.01,1937,1066.721429,Oulu,Autumn,2006
Bd-0,52.45,13.28,1939,2591.013333,Oulu,Autumn,2006
Col-0,52.73,15.24,1939,2882.142857,Oulu,Autumn,2006
Dr-0,51.1,13.82,1939,NA,Oulu,Autumn,2006
Gie-0,50.58,8.65,1939,3151.885714,Oulu,Autumn,2006
Gr-3,47.07,15.44,1939,3174.18,Oulu,Autumn,2006
Gr-6,47.07,15.44,1939,NA,Oulu,Autumn,2006
