bact.trt,Plant,Wt,Block,host.trt,species,n.strains,nodulation,rhiz.strain,rhiz.genus,bact.div
20,B,0.13,F,sal&sten,sal,2,0,B1, B3,meso,1
20,B,0.13,B,sal,sal,2,0,B1, B3,meso,1
20,A,0.0633,C,sal,sal,2,0,B1, B3,meso,1
20,B,0.0535,C,sal,sal,2,0,B1, B3,meso,1
20,A,0.1,B,sal&sten,sten,2,0,B1, B3,meso,1
20,B,0.0962,B,sal&sten,sal,2,0,B1, B3,meso,1
20,A,0.16,C,sal&sten,sten,2,0,B1, B3,meso,1
20,B,0.09,C,sal&sten,sal,2,0,B1, B3,meso,1
20,A,0.15,A,sten,sten,2,0,B1, B3,meso,1
20,B,0.19,A,sten,sten,2,0,B1, B3,meso,1
20,A,0.08,B,sten,sten,2,0,B1, B3,meso,1
20,A,0.09,A,sal,sal,2,1,B1, B3,meso,1
20,B,0.08,A,sal,sal,2,0,B1, B3,meso,1
20,A,0.13,B,sal,sal,2,0,B1, B3,meso,1
20,B,0.16,D,sal,sal,2,0,B1, B3,meso,1
20,A,0.09,E,sal,sal,2,0,B1, B3,meso,1
20,A,0.1,D,sal,sal,2,0,B1, B3,meso,1
20,B,0.09,F,sal,sal,2,0,B1, B3,meso,1
21,A,0.14,B,sal&sten,sten,2,0,C2, C4,rhizo,1
21,B,0.08,A,sal&sten,sal,2,0,C2, C4,rhizo,1
21,A,0.16,A,sten,sten,2,0,C2, C4,rhizo,1
21,B,0.21,A,sten,sten,2,0,C2, C4,rhizo,1
21,A,0.18,A,sal&sten,sten,2,0,C2, C4,rhizo,1
21,A,0.1,A,sal,sal,2,0,C2, C4,rhizo,1
21,B,0.1,A,sal,sal,2,0,C2, C4,rhizo,1
21,A,0.08,B,sal,sal,2,0,C2, C4,rhizo,1
21,B,0.03,B,sal,sal,2,0,C2, C4,rhizo,1
21,A,0.1,C,sal,sal,2,0,C2, C4,rhizo,1
21,B,0.042,C,sal,sal,2,0,C2, C4,rhizo,1
21,A,0.17,D,sal,sal,2,1,C2, C4,rhizo,1
21,B,0.08,D,sal,sal,2,0,C2, C4,rhizo,1
21,A,0.05,E,sal,sal,2,0,C2, C4,rhizo,1
21,B,0.05,E,sal,sal,2,0,C2, C4,rhizo,1
21,A,0.09,F,sal,sal,2,0,C2, C4,rhizo,1
21,B,1.54,F,sal,sal,2,3,C2, C4,rhizo,1
21,A,0.1222,D,sal&sten,sten,2,0,C2, C4,rhizo,1
21,B,0.0834,D,sal&sten,sal,2,0,C2, C4,rhizo,1
21,A,0.08,E,sal&sten,sten,2,0,C2, C4,rhizo,1
21,B,0.09,E,sal&sten,sal,2,0,C2, C4,rhizo,1
21,A,0.14,F,sal&sten,sten,2,0,C2, C4,rhizo,1
21,B,0.11,F,sal&sten,sal,2,0,C2, C4,rhizo,1
21,A,0.15,D,sten,sten,2,0,C2, C4,rhizo,1
21,B,0.18,D,sten,sten,2,0,C2, C4,rhizo,1
21,A,0.19,E,sten,sten,2,0,C2, C4,rhizo,1
21,B,0.15,E,sten,sten,2,0,C2, C4,rhizo,1
21,B,0.0809,B,sal&sten,sal,2,0,C2, C4,rhizo,1
21,A,0.0509,C,sal&sten,sten,2,0,C2, C4,rhizo,1
21,B,0.0695,C,sal&sten,sal,2,0,C2, C4,rhizo,1
21,A,0.11,C,sten,sten,2,0,C2, C4,rhizo,1
21,B,0.14,C,sten,sten,2,0,C2, C4,rhizo,1
21,A,NA,B,sten,sten,2,0,C2, C4,rhizo,1
21,B,0.2,B,sten,sten,2,0,C2, C4,rhizo,1
21,A,0.15,F,sten,sten,2,0,C2, C4,rhizo,1
21,B,0.04,F,sten,sten,2,0,C2, C4,rhizo,1
22,A,0.19,A,sal,sal,2,0,C1, C3,rhizo,1
22,B,0.08,A,sal,sal,2,0,C1, C3,rhizo,1
22,A,0.12,E,sal,sal,2,0,C1, C3,rhizo,1
22,B,0.14,E,sal,sal,2,0,C1, C3,rhizo,1
22,A,0.07,D,sal,sal,2,0,C1, C3,rhizo,1
22,B,0.07,D,sal,sal,2,1,C1, C3,rhizo,1
22,A,0.27,D,sal&sten,sten,2,0,C1, C3,rhizo,1
22,B,0.06,D,sal&sten,sal,2,0,C1, C3,rhizo,1
22,A,0.13,E,sal&sten,sten,2,0,C1, C3,rhizo,1
22,A,0.12,B,sal,sal,2,0,C1, C3,rhizo,1
22,B,0.15,B,sal,sal,2,0,C1, C3,rhizo,1
22,A,0.08,C,sal,sal,2,0,C1, C3,rhizo,1
22,B,0.15,C,sal,sal,2,0,C1, C3,rhizo,1
22,A,0.26,A,sal&sten,sten,2,1,C1, C3,rhizo,1
22,B,0.05,A,sal&sten,sal,2,0,C1, C3,rhizo,1
22,A,0.22,B,sal&sten,sten,2,0,C1, C3,rhizo,1
22,B,0.0647,B,sal&sten,sal,2,0,C1, C3,rhizo,1
22,A,0.08,C,sal&sten,sten,2,0,C1, C3,rhizo,1
22,B,0.08,C,sal&sten,sal,2,0,C1, C3,rhizo,1
22,A,0.19,A,sten,sten,2,0,C1, C3,rhizo,1
22,B,0.16,A,sten,sten,2,0,C1, C3,rhizo,1
22,A,0.2,B,sten,sten,2,0,C1, C3,rhizo,1
22,B,0.15,B,sten,sten,2,0,C1, C3,rhizo,1
22,A,0.13,C,sten,sten,2,0,C1, C3,rhizo,1
22,B,0.14,C,sten,sten,2,0,C1, C3,rhizo,1
22,A,0.13,D,sten,sten,2,0,C1, C3,rhizo,1
22,B,0.18,D,sten,sten,2,0,C1, C3,rhizo,1
22,A,0.05,E,sten,sten,2,0,C1, C3,rhizo,1
22,B,0.11,E,sten,sten,2,0,C1, C3,rhizo,1
22,A,0.1,F,sten,sten,2,0,C1, C3,rhizo,1
22,B,0.16,F,sten,sten,2,0,C1, C3,rhizo,1
22,B,0.1,F,sal&sten,sal,2,0,C1, C3,rhizo,1
22,A,0.11,F,sal,sal,2,0,C1, C3,rhizo,1
22,B,0.15,F,sal,sal,2,0,C1, C3,rhizo,1
22,A,0.04,F,sal&sten,sten,2,0,C1, C3,rhizo,1
22,B,0.12,E,sal&sten,sal,2,0,C1, C3,rhizo,1
23,A,0.09,A,sten,sten,2,0,D1, D3,sino,1
23,B,0.09,C,sten,sten,2,0,D1, D3,sino,1
23,B,0.18,B,sten,sten,2,0,D1, D3,sino,1
23,A,0.17,C,sten,sten,2,0,D1, D3,sino,1
23,B,0.16,E,sten,sten,2,1,D1, D3,sino,1
23,A,0.13,F,sten,sten,2,0,D1, D3,sino,1
23,B,1.44,F,sten,sten,2,0,D1, D3,sino,1
23,B,0.09,E,sal,sal,2,0,D1, D3,sino,1
23,A,0.06,F,sal,sal,2,0,D1, D3,sino,1
23,B,0.07,F,sal,sal,2,4,D1, D3,sino,1
23,A,0.43,D,sal&sten,sten,2,2,D1, D3,sino,1
23,B,0.66,D,sal&sten,sal,2,2,D1, D3,sino,1
23,A,0.25,E,sal&sten,sten,2,0,D1, D3,sino,1
23,B,0.06,E,sal&sten,sal,2,0,D1, D3,sino,1
23,A,0.14,D,sten,sten,2,0,D1, D3,sino,1
23,B,0.19,D,sten,sten,2,2,D1, D3,sino,1
23,A,1,E,sten,sten,2,3,D1, D3,sino,1
23,A,0.16,A,sal&sten,sten,2,2,D1, D3,sino,1
23,B,0.35,A,sal&sten,sal,2,2,D1, D3,sino,1
23,A,0.17,B,sal&sten,sten,2,0,D1, D3,sino,1
23,B,0.12,B,sal&sten,sal,2,0,D1, D3,sino,1
23,A,0.17,C,sal&sten,sten,2,0,D1, D3,sino,1
23,B,0.088,C,sal&sten,sal,2,0,D1, D3,sino,1
23,B,0.18,A,sten,sten,2,0,D1, D3,sino,1
23,A,0.13,B,sten,sten,2,0,D1, D3,sino,1
23,A,0.14,A,sal,sal,2,0,D1, D3,sino,1
23,B,0.45,A,sal,sal,2,0,D1, D3,sino,1
23,A,0.13,F,sal&sten,sten,2,0,D1, D3,sino,1
23,B,0.04,F,sal&sten,sal,2,0,D1, D3,sino,1
23,A,0.1,C,sal,sal,2,0,D1, D3,sino,1
23,B,0.09,C,sal,sal,2,0,D1, D3,sino,1
23,A,0.12,D,sal,sal,2,1,D1, D3,sino,1
23,B,0.07,D,sal,sal,2,2,D1, D3,sino,1
23,A,0.09,E,sal,sal,2,0,D1, D3,sino,1
23,A,0.04,B,sal,sal,2,0,D1, D3,sino,1
23,B,0.12,B,sal,sal,2,0,D1, D3,sino,1
24,B,0.0544,C,sal&sten,sal,2,0,D2, D4,sino,1
24,A,0.06,D,sal&sten,sten,2,0,D2, D4,sino,1
24,B,0.1967,C,sten,sten,2,0,D2, D4,sino,1
24,A,0.15,D,sten,sten,2,0,D2, D4,sino,1
24,B,0.03,B,sten,sten,2,0,D2, D4,sino,1
24,A,0.07,C,sten,sten,2,0,D2, D4,sino,1
24,A,0.2,A,sal&sten,sten,2,0,D2, D4,sino,1
24,B,0.07,A,sal&sten,sal,2,0,D2, D4,sino,1
24,A,1.86,B,sal&sten,sten,2,0,D2, D4,sino,1
24,B,0.07,B,sal&sten,sal,2,0,D2, D4,sino,1
24,A,0.15,C,sal&sten,sten,2,0,D2, D4,sino,1
24,A,0.13,A,sten,sten,2,0,D2, D4,sino,1
24,B,0.2,A,sten,sten,2,0,D2, D4,sino,1
24,A,0.06,B,sten,sten,2,0,D2, D4,sino,1
24,A,0.13,A,sal,sal,2,0,D2, D4,sino,1
24,B,0.1,A,sal,sal,2,0,D2, D4,sino,1
24,A,0.12,B,sal,sal,2,0,D2, D4,sino,1
24,B,NA,B,sal,sal,2,0,D2, D4,sino,1
24,B,0.16,D,sten,sten,2,0,D2, D4,sino,1
24,A,0.13,E,sten,sten,2,0,D2, D4,sino,1
24,B,0.07,E,sten,sten,2,0,D2, D4,sino,1
24,A,0.05,F,sten,sten,2,0,D2, D4,sino,1
24,B,0.06,F,sten,sten,2,0,D2, D4,sino,1
24,B,0.1,D,sal,sal,2,0,D2, D4,sino,1
24,A,0.09,E,sal,sal,2,0,D2, D4,sino,1
24,B,0.07,E,sal,sal,2,2,D2, D4,sino,1
24,A,0.07,F,sal,sal,2,0,D2, D4,sino,1
24,B,0.4,F,sal,sal,2,2,D2, D4,sino,1
24,A,0.23,E,sal&sten,sten,2,0,D2, D4,sino,1
24,B,0.08,E,sal&sten,sal,2,0,D2, D4,sino,1
24,A,0.13,F,sal&sten,sten,2,0,D2, D4,sino,1
24,B,0.01,F,sal&sten,sal,2,0,D2, D4,sino,1
24,A,0.06,D,sal,sal,2,0,D2, D4,sino,1
24,A,0.11,C,sal,sal,2,0,D2, D4,sino,1
24,B,0.06,C,sal,sal,2,0,D2, D4,sino,1
24,B,0.1,D,sal&sten,sal,2,0,D2, D4,sino,1
25,A,0.25,F,sten,sten,2,0,C4, B2,meso,rhizo,2
25,B,0.05,E,sal,sal,2,0,C4, B2,meso,rhizo,2
25,A,0.03,F,sal,sal,2,0,C4, B2,meso,rhizo,2
25,B,0.1,F,sal,sal,2,0,C4, B2,meso,rhizo,2
25,B,0.1,E,sten,sten,2,0,C4, B2,meso,rhizo,2
25,B,0.03,C,sten,sten,2,0,C4, B2,meso,rhizo,2
25,A,0.1,D,sten,sten,2,0,C4, B2,meso,rhizo,2
25,B,0.0506,D,sten,sten,2,0,C4, B2,meso,rhizo,2
25,A,0.11,E,sten,sten,2,0,C4, B2,meso,rhizo,2
25,A,0.16,A,sal&sten,sten,2,0,C4, B2,meso,rhizo,2
25,B,0.17,A,sal&sten,sal,2,0,C4, B2,meso,rhizo,2
25,B,0.17,F,sten,sten,2,0,C4, B2,meso,rhizo,2
25,B,0.07,D,sal,sal,2,0,C4, B2,meso,rhizo,2
25,A,0.09,E,sal,sal,2,0,C4, B2,meso,rhizo,2
25,B,0.1,C,sal&sten,sal,2,0,C4, B2,meso,rhizo,2
25,A,0.11,D,sal&sten,sten,2,0,C4, B2,meso,rhizo,2
25,B,0.06,D,sal&sten,sal,2,0,C4, B2,meso,rhizo,2
25,A,0.13,E,sal&sten,sten,2,0,C4, B2,meso,rhizo,2
25,B,0.06,E,sal&sten,sal,2,0,C4, B2,meso,rhizo,2
25,A,0.19,F,sal&sten,sten,2,0,C4, B2,meso,rhizo,2
25,B,0.06,F,sal&sten,sal,2,0,C4, B2,meso,rhizo,2
25,A,0.12,B,sal,sal,2,0,C4, B2,meso,rhizo,2
25,B,0.09,B,sal,sal,2,0,C4, B2,meso,rhizo,2
25,A,0.06,C,sal,sal,2,0,C4, B2,meso,rhizo,2
25,A,0.13,B,sal&sten,sten,2,2,C4, B2,meso,rhizo,2
25,B,0.08,B,sal&sten,sal,2,0,C4, B2,meso,rhizo,2
25,A,0.22,C,sal&sten,sten,2,1,C4, B2,meso,rhizo,2
25,A,0.12,A,sten,sten,2,0,C4, B2,meso,rhizo,2
25,B,0.12,A,sten,sten,2,0,C4, B2,meso,rhizo,2
25,A,0.07,B,sten,sten,2,3,C4, B2,meso,rhizo,2
25,B,0.18,B,sten,sten,2,0,C4, B2,meso,rhizo,2
25,A,0.11,C,sten,sten,2,0,C4, B2,meso,rhizo,2
25,A,0.96,A,sal,sal,2,2,C4, B2,meso,rhizo,2
25,B,4.05,A,sal,sal,2,4,C4, B2,meso,rhizo,2
25,A,0.03,D,sal,sal,2,0,C4, B2,meso,rhizo,2
25,B,0.07,C,sal,sal,2,0,C4, B2,meso,rhizo,2
26,B,0.06,A,sal&sten,sal,2,0,B1, D4,meso,sino,2
26,A,0.13,B,sal&sten,sten,2,0,B1, D4,meso,sino,2
26,A,0.13,A,sal&sten,sten,2,0,B1, D4,meso,sino,2
26,A,0.14,A,sten,sten,2,0,B1, D4,meso,sino,2
26,B,0.15,A,sten,sten,2,0,B1, D4,meso,sino,2
26,A,0.17,B,sten,sten,2,0,B1, D4,meso,sino,2
26,B,0.11,B,sten,sten,2,1,B1, D4,meso,sino,2
26,A,0.07,C,sten,sten,2,0,B1, D4,meso,sino,2
26,B,0.09,C,sten,sten,2,0,B1, D4,meso,sino,2
26,A,0.1,D,sten,sten,2,0,B1, D4,meso,sino,2
26,B,NA,D,sten,sten,2,0,B1, D4,meso,sino,2
26,A,0.07,E,sten,sten,2,0,B1, D4,meso,sino,2
26,B,0.14,E,sten,sten,2,0,B1, D4,meso,sino,2
26,A,0.08,F,sten,sten,2,0,B1, D4,meso,sino,2
26,B,0.07,F,sten,sten,2,0,B1, D4,meso,sino,2
26,B,0.03,D,sal,sal,2,0,B1, D4,meso,sino,2
26,A,0.24,E,sal,sal,2,2,B1, D4,meso,sino,2
26,B,0.12,E,sal,sal,2,2,B1, D4,meso,sino,2
26,A,1.02,F,sal,sal,2,2,B1, D4,meso,sino,2
26,B,0.06,F,sal,sal,2,0,B1, D4,meso,sino,2
26,A,0.12,E,sal&sten,sten,2,0,B1, D4,meso,sino,2
26,B,0.13,E,sal&sten,sal,2,0,B1, D4,meso,sino,2
26,A,0.13,F,sal&sten,sten,2,0,B1, D4,meso,sino,2
26,B,0.1,F,sal&sten,sal,2,0,B1, D4,meso,sino,2
26,A,0.3,B,sal,sal,2,2,B1, D4,meso,sino,2
26,B,0.92,B,sal,sal,2,2,B1, D4,meso,sino,2
26,A,0.0383,C,sal,sal,2,0,B1, D4,meso,sino,2
26,B,0.04,C,sal,sal,2,0,B1, D4,meso,sino,2
26,B,1,B,sal&sten,sal,2,2,B1, D4,meso,sino,2
26,A,NA,C,sal&sten,sten,2,NA,B1, D4,meso,sino,2
26,B,0.02,C,sal&sten,sal,2,0,B1, D4,meso,sino,2
26,A,0.11,D,sal&sten,sten,2,0,B1, D4,meso,sino,2
26,B,0.11,D,sal&sten,sal,2,0,B1, D4,meso,sino,2
26,A,0.0669,D,sal,sal,2,0,B1, D4,meso,sino,2
26,A,0.1,A,sal,sal,2,0,B1, D4,meso,sino,2
26,B,0.11,A,sal,sal,2,0,B1, D4,meso,sino,2
27,A,0.19,D,sten,sten,2,0,C2, B3,meso,rhizo,2
27,B,0.14,C,sten,sten,2,0,C2, B3,meso,rhizo,2
27,A,0.09,F,sten,sten,2,0,C2, B3,meso,rhizo,2
27,B,0.1,F,sten,sten,2,0,C2, B3,meso,rhizo,2
27,B,NA,D,sal,sal,2,0,C2, B3,meso,rhizo,2
27,B,0.1,E,sten,sten,2,1,C2, B3,meso,rhizo,2
27,B,0.06,C,sal&sten,sal,2,0,C2, B3,meso,rhizo,2
27,A,0.13,D,sal&sten,sten,2,0,C2, B3,meso,rhizo,2
27,B,0.08,D,sal&sten,sal,2,0,C2, B3,meso,rhizo,2
27,A,0.17,E,sal&sten,sten,2,0,C2, B3,meso,rhizo,2
27,B,0.08,E,sal&sten,sal,2,0,C2, B3,meso,rhizo,2
27,A,0.08,F,sal&sten,sten,2,0,C2, B3,meso,rhizo,2
27,B,0.15,D,sten,sten,2,0,C2, B3,meso,rhizo,2
27,A,0.1,E,sten,sten,2,1,C2, B3,meso,rhizo,2
27,A,0.16,A,sal&sten,sten,2,1,C2, B3,meso,rhizo,2
27,B,0.09,A,sal&sten,sal,2,0,C2, B3,meso,rhizo,2
27,A,0.13,B,sal&sten,sten,2,0,C2, B3,meso,rhizo,2
27,B,0.07,B,sal&sten,sal,2,0,C2, B3,meso,rhizo,2
27,A,0.08,C,sal&sten,sten,2,0,C2, B3,meso,rhizo,2
27,A,0.07,A,sten,sten,2,0,C2, B3,meso,rhizo,2
27,B,0.09,A,sten,sten,2,0,C2, B3,meso,rhizo,2
27,A,0.1,B,sten,sten,2,0,C2, B3,meso,rhizo,2
27,B,0.11,B,sten,sten,2,0,C2, B3,meso,rhizo,2
27,A,0.09,C,sten,sten,2,0,C2, B3,meso,rhizo,2
27,A,0.85,A,sal,sal,2,3,C2, B3,meso,rhizo,2
27,B,0.09,A,sal,sal,2,0,C2, B3,meso,rhizo,2
27,A,0.09,B,sal,sal,2,0,C2, B3,meso,rhizo,2
27,B,0.2,B,sal,sal,2,0,C2, B3,meso,rhizo,2
27,A,1.81,C,sal,sal,2,2,C2, B3,meso,rhizo,2
27,B,1.35,C,sal,sal,2,1,C2, B3,meso,rhizo,2
27,A,NA,D,sal,sal,2,0,C2, B3,meso,rhizo,2
27,B,0.04,F,sal,sal,2,0,C2, B3,meso,rhizo,2
27,A,0.09,E,sal,sal,2,0,C2, B3,meso,rhizo,2
27,B,0.09,E,sal,sal,2,0,C2, B3,meso,rhizo,2
27,A,0.13,F,sal,sal,2,0,C2, B3,meso,rhizo,2
27,B,0.06,F,sal&sten,sal,2,0,C2, B3,meso,rhizo,2
28,B,0.3,C,sten,sten,2,2,D1, A3,brady,sino,2
28,A,1.25,D,sten,sten,2,4,D1, A3,brady,sino,2
28,B,1.76,D,sten,sten,2,4,D1, A3,brady,sino,2
28,A,1.73,A,sten,sten,2,4,D1, A3,brady,sino,2
28,B,0.69,E,sten,sten,2,3,D1, A3,brady,sino,2
28,A,0.14,F,sten,sten,2,2,D1, A3,brady,sino,2
28,B,0.86,F,sten,sten,2,3,D1, A3,brady,sino,2
28,B,2.5,D,sal,sal,2,4,D1, A3,brady,sino,2
28,A,3.82,E,sal,sal,2,4,D1, A3,brady,sino,2
28,B,3.07,E,sal,sal,2,4,D1, A3,brady,sino,2
28,A,3.32,F,sal,sal,2,4,D1, A3,brady,sino,2
28,B,4.7,F,sal,sal,2,5,D1, A3,brady,sino,2
28,A,2.49,E,sal&sten,sten,2,4,D1, A3,brady,sino,2
28,B,0.41,E,sal&sten,sal,2,3,D1, A3,brady,sino,2
28,A,0.44,F,sal&sten,sten,2,3,D1, A3,brady,sino,2
28,B,4.86,F,sal&sten,sal,2,5,D1, A3,brady,sino,2
28,A,1.58,E,sten,sten,2,4,D1, A3,brady,sino,2
28,A,1.62,A,sal&sten,sten,2,3,D1, A3,brady,sino,2
28,B,2.2,A,sal&sten,sal,2,3,D1, A3,brady,sino,2
28,A,0.41,B,sal&sten,sten,2,2,D1, A3,brady,sino,2
28,B,2.49,B,sal&sten,sal,2,3,D1, A3,brady,sino,2
28,A,0.94,C,sal&sten,sten,2,2,D1, A3,brady,sino,2
28,B,4.96,C,sal&sten,sal,2,4,D1, A3,brady,sino,2
28,A,0.68,D,sal&sten,sten,2,3,D1, A3,brady,sino,2
28,B,4.05,D,sal&sten,sal,2,4,D1, A3,brady,sino,2
28,B,1.05,B,sten,sten,2,3,D1, A3,brady,sino,2
28,A,0.7,C,sten,sten,2,2,D1, A3,brady,sino,2
28,A,3.36,A,sal,sal,2,4,D1, A3,brady,sino,2
28,B,2.98,A,sal,sal,2,3,D1, A3,brady,sino,2
28,A,2.4,B,sal,sal,2,3,D1, A3,brady,sino,2
28,B,5.77,B,sal,sal,2,4,D1, A3,brady,sino,2
28,A,4.29,C,sal,sal,2,4,D1, A3,brady,sino,2
28,B,3.54,C,sal,sal,2,4,D1, A3,brady,sino,2
28,A,0.1,D,sal,sal,2,0,D1, A3,brady,sino,2
28,B,1.16,A,sten,sten,2,4,D1, A3,brady,sino,2
28,A,1.98,B,sten,sten,2,4,D1, A3,brady,sino,2
29,B,1.93,C,sal&sten,sal,2,4,A2, C3,brady,rhizo,2
29,A,0.16,D,sal&sten,sten,2,0,A2, C3,brady,rhizo,2
29,B,0.12,C,sten,sten,2,1,A2, C3,brady,rhizo,2
29,A,0.16,D,sten,sten,2,0,A2, C3,brady,rhizo,2
29,B,0.17,D,sten,sten,2,0,A2, C3,brady,rhizo,2
29,A,0.06,E,sten,sten,2,0,A2, C3,brady,rhizo,2
29,A,0.1,A,sal&sten,sten,2,0,A2, C3,brady,rhizo,2
29,B,0.13,A,sal&sten,sal,2,1,A2, C3,brady,rhizo,2
29,A,0.08,B,sal&sten,sten,2,0,A2, C3,brady,rhizo,2
29,B,0.07,B,sal&sten,sal,2,0,A2, C3,brady,rhizo,2
29,A,0.13,C,sal&sten,sten,2,0,A2, C3,brady,rhizo,2
29,A,NA,A,sten,sten,2,NA,A2, C3,brady,rhizo,2
29,B,1.68,A,sten,sten,2,4,A2, C3,brady,rhizo,2
29,A,0.17,B,sten,sten,2,0,A2, C3,brady,rhizo,2
29,B,0.0949,B,sten,sten,2,0,A2, C3,brady,rhizo,2
29,A,0.11,C,sten,sten,2,0,A2, C3,brady,rhizo,2
29,A,0.13,A,sal,sal,2,0,A2, C3,brady,rhizo,2
29,B,0.09,A,sal,sal,2,0,A2, C3,brady,rhizo,2
29,A,0.09,B,sal,sal,2,0,A2, C3,brady,rhizo,2
29,B,0.0528,B,sal,sal,2,0,A2, C3,brady,rhizo,2
29,A,0.09,C,sal,sal,2,0,A2, C3,brady,rhizo,2
29,B,0.12,E,sten,sten,2,0,A2, C3,brady,rhizo,2
29,A,0.18,F,sten,sten,2,0,A2, C3,brady,rhizo,2
29,B,0.09,F,sten,sten,2,0,A2, C3,brady,rhizo,2
29,A,0.12,E,sal,sal,2,1,A2, C3,brady,rhizo,2
29,B,0.06,E,sal,sal,2,0,A2, C3,brady,rhizo,2
29,A,0.18,F,sal,sal,2,0,A2, C3,brady,rhizo,2
29,B,1.92,F,sal,sal,2,5,A2, C3,brady,rhizo,2
29,A,0.09,E,sal&sten,sten,2,3,A2, C3,brady,rhizo,2
29,B,0.06,E,sal&sten,sal,2,3,A2, C3,brady,rhizo,2
29,A,0.05,F,sal&sten,sten,2,0,A2, C3,brady,rhizo,2
29,B,0.09,F,sal&sten,sal,2,0,A2, C3,brady,rhizo,2
29,A,0.0529,D,sal,sal,2,0,A2, C3,brady,rhizo,2
29,B,0.28,D,sal,sal,2,2,A2, C3,brady,rhizo,2
29,B,0.09,C,sal,sal,2,0,A2, C3,brady,rhizo,2
29,B,0.08,D,sal&sten,sal,2,0,A2, C3,brady,rhizo,2
3,B,1.56,B,sten,sten,1,4,A3,brady,1
3,A,0.35,F,sten,sten,1,3,A3,brady,1
3,B,1.14,F,sten,sten,1,3,A3,brady,1
3,B,0.94,E,sten,sten,1,3,A3,brady,1
3,B,4.8,F,sal,sal,1,5,A3,brady,1
3,A,0.71,D,sal&sten,sten,1,2,A3,brady,1
3,B,5.5,D,sal&sten,sal,1,4,A3,brady,1
3,A,2.25,C,sten,sten,1,3,A3,brady,1
3,B,1.12,C,sten,sten,1,3,A3,brady,1
3,A,1.08,D,sten,sten,1,4,A3,brady,1
3,B,1.62,D,sten,sten,1,4,A3,brady,1
3,A,0.68,E,sten,sten,1,3,A3,brady,1
3,A,0.36,A,sal&sten,sten,1,2,A3,brady,1
3,B,8.59,A,sal&sten,sal,1,5,A3,brady,1
3,A,1.47,B,sal&sten,sten,1,4,A3,brady,1
3,B,5.78,E,sal,sal,1,4,A3,brady,1
3,A,7.42,F,sal,sal,1,5,A3,brady,1
3,B,2.8,C,sal&sten,sal,1,4,A3,brady,1
3,B,1.66,A,sten,sten,1,3,A3,brady,1
3,A,0.86,B,sten,sten,1,4,A3,brady,1
3,A,1.09,E,sal&sten,sten,1,3,A3,brady,1
3,B,11.2,E,sal&sten,sal,1,5,A3,brady,1
3,A,0.59,F,sal&sten,sten,1,3,A3,brady,1
3,B,3.5,F,sal&sten,sal,1,4,A3,brady,1
3,A,4.95,C,sal,sal,1,4,A3,brady,1
3,B,4.94,C,sal,sal,1,4,A3,brady,1
3,A,3.22,D,sal,sal,1,5,A3,brady,1
3,B,5.09,D,sal,sal,1,5,A3,brady,1
3,B,5.49,B,sal&sten,sal,1,5,A3,brady,1
3,A,1.6,C,sal&sten,sten,1,2,A3,brady,1
3,A,0.7,A,sten,sten,1,3,A3,brady,1
3,A,4.53,B,sal,sal,1,4,A3,brady,1
3,B,5.39,B,sal,sal,1,5,A3,brady,1
3,A,3.35,A,sal,sal,1,4,A3,brady,1
3,B,9.64,A,sal,sal,1,5,A3,brady,1
3,A,5.55,E,sal,sal,1,5,A3,brady,1
30,A,0.82,F,sten,sten,2,3,A4, C1,brady,rhizo,2
30,B,1.41,E,sten,sten,2,0,A4, C1,brady,rhizo,2
30,A,1.6,F,sal,sal,2,3,A4, C1,brady,rhizo,2
30,B,3.44,F,sal,sal,2,2,A4, C1,brady,rhizo,2
30,A,1.37,E,sten,sten,2,0,A4, C1,brady,rhizo,2
30,A,2.13,C,sten,sten,2,4,A4, C1,brady,rhizo,2
30,B,2.66,C,sten,sten,2,4,A4, C1,brady,rhizo,2
30,A,0.38,D,sten,sten,2,3,A4, C1,brady,rhizo,2
30,B,0.07,D,sten,sten,2,0,A4, C1,brady,rhizo,2
30,A,1.26,A,sal&sten,sten,2,4,A4, C1,brady,rhizo,2
30,B,1.64,A,sal&sten,sal,2,1,A4, C1,brady,rhizo,2
30,A,1.1,B,sal&sten,sten,2,3,A4, C1,brady,rhizo,2
30,B,0.15,F,sten,sten,2,0,A4, C1,brady,rhizo,2
30,A,0.23,E,sal,sal,2,1,A4, C1,brady,rhizo,2
30,B,0.86,E,sal,sal,2,3,A4, C1,brady,rhizo,2
30,A,1.61,D,sal&sten,sten,2,4,A4, C1,brady,rhizo,2
30,B,0.14,D,sal&sten,sal,2,2,A4, C1,brady,rhizo,2
30,A,4,E,sal&sten,sten,2,4,A4, C1,brady,rhizo,2
30,B,3.42,E,sal&sten,sal,2,5,A4, C1,brady,rhizo,2
30,A,1.45,F,sal&sten,sten,2,0,A4, C1,brady,rhizo,2
30,B,1.63,F,sal&sten,sal,2,3,A4, C1,brady,rhizo,2
30,A,1.52,B,sal,sal,2,3,A4, C1,brady,rhizo,2
30,B,2.76,B,sal,sal,2,4,A4, C1,brady,rhizo,2
30,A,1.92,C,sal,sal,2,3,A4, C1,brady,rhizo,2
30,B,4.12,C,sal,sal,2,3,A4, C1,brady,rhizo,2
30,B,2.52,B,sal&sten,sal,2,4,A4, C1,brady,rhizo,2
30,A,0.08,C,sal&sten,sten,2,0,A4, C1,brady,rhizo,2
30,B,0.34,C,sal&sten,sal,2,2,A4, C1,brady,rhizo,2
